income,credit_score,debt,debt_to_income,age,loan_approved
3154,773,91901,29.137920101458466,57,1
6499,820,90724,13.9596861055547,43,1
8295,730,8888,1.0714888487040386,49,1
14183,597,88666,6.251568779524783,61,0
14874,734,39159,2.6327148043565956,74,1
7539,497,42197,5.597161427244993,72,0
11637,427,84326,7.246369339176764,73,0
17586,831,90360,5.138178096212896,70,1
4557,710,98941,21.7118718455124,50,1
7592,364,24474,3.2236564805057957,69,0
18482,540,17333,0.9378314035277567,48,0
4200,668,36355,8.655952380952382,35,0
16172,835,99415,6.147353450408112,52,1
4961,683,73903,14.896795001007861,29,1
16207,730,66258,4.08823347936077,68,1
13969,382,31145,2.2295797838070013,42,0
4869,585,75675,15.542205791743685,62,0
19340,833,49854,2.5777662874870733,48,1
15992,758,67664,4.23111555777889,27,1
7699,511,86153,11.19015456552799,64,0
5987,425,93616,15.636545849340237,69,0
15446,712,35285,2.2844102032888776,51,1
3218,798,17533,5.44841516469857,68,1
6735,724,32624,4.843949517446177,20,1
13296,842,46996,3.5345968712394704,63,1
6555,457,46947,7.162013729977117,56,1
11146,411,27956,2.5081643638973623,25,1
10050,701,51030,5.077611940298508,49,1
14757,421,58597,3.9707935217185066,60,0
19429,572,42443,2.1845179885737815,46,0
8893,593,98613,11.088833914314629,39,0
16373,697,65464,3.9982898674647287,37,0
16565,770,3952,0.2385753093872623,23,1
5436,506,56880,10.463576158940397,60,1
10754,409,52201,4.854100799702437,66,0
12677,739,42460,3.3493728800189317,46,1
7895,577,22796,2.8873970867637744,59,0
18609,781,31746,1.7059487344833146,73,1
17636,413,86785,4.920900430936721,34,0
9022,776,15,0.0016626025271558413,48,1
11151,620,49757,4.4621110214330555,70,1
7600,478,25957,3.415394736842105,51,0
9996,518,81541,8.157362945178072,55,0
11007,827,21292,1.9344053783955664,74,1
14946,791,31876,2.1327445470359963,54,1
6642,360,60727,9.142878651008733,21,1
13312,353,47046,3.5341045673076925,19,0
9679,837,14817,1.530839962806075,29,1
10208,364,91006,8.915164576802507,52,0
12716,470,9759,0.7674583202264863,23,1
19453,572,48432,2.4896931064617283,73,0
5444,834,6412,1.1778104335047759,63,1
12757,690,57757,4.527475111703379,25,1
16434,626,20504,1.247657295850067,38,0
3060,407,8507,2.780065359477124,70,0
5420,461,21050,3.8837638376383765,63,0
2301,751,4820,2.094741416775315,52,1
14468,505,7835,0.5415399502350013,65,1
18990,315,93167,4.906108478146393,32,0
2699,626,13587,5.034086698777325,24,0
2190,301,57732,26.361643835616437,32,1
12492,309,51921,4.156340057636887,62,0
19364,733,45499,2.34966948977484,23,1
4975,424,6840,1.3748743718592964,64,1
8102,380,65077,8.032214268081955,34,0
19568,784,31440,1.6067048242027802,21,1
3816,449,35183,9.219863731656185,39,0
2569,639,96172,37.43557804593227,49,0
7442,428,2389,0.3210158559527009,39,0
3895,737,55076,14.14017971758665,44,1
5863,800,66299,11.308033429984649,63,1
14913,357,89461,5.998860054985583,32,0
9455,497,92085,9.739291380222104,61,1
6014,510,39023,6.488693049551047,68,1
13093,344,50029,3.821049415718323,39,1
5009,396,39941,7.973847075264524,45,0
18538,578,88993,4.800571798468011,59,0
12729,834,53950,4.238353366328855,55,1
3409,709,86959,25.50865356409504,74,1
14249,760,76054,5.337497368236368,26,1
2784,690,65363,23.47808908045977,51,0
10096,343,61742,6.115491283676704,53,1
9560,326,97896,10.240167364016736,26,0
14533,396,45215,3.1111952108993326,32,0
9343,847,47857,5.122230546933533,62,1
9206,518,55476,6.02606995437758,37,0
7801,484,28173,3.6114600692218946,25,0
18921,368,9395,0.4965382379366841,45,0
7986,429,59768,7.484097170047583,68,0
12647,633,84743,6.700640468095201,36,0
10716,453,46229,4.314016424038821,74,0
14323,846,26639,1.859875724359422,33,1
6780,378,62583,9.230530973451327,28,1
4368,712,28924,6.621794871794871,59,1
14039,845,72969,5.197592421112615,25,1
8655,468,30104,3.4782206816868864,50,1
10173,814,37594,3.695468396736459,27,1
6495,613,3664,0.5641262509622786,35,1
12893,331,10528,0.8165671294500892,52,0
15403,586,28190,1.8301629552684542,60,0
15121,342,66033,4.3669730837907546,67,0
12966,300,61161,4.717029153169829,20,0
2853,569,73177,25.649141254819487,57,0
18958,479,70179,3.7018145373984597,44,1
19532,817,70592,3.614171615809953,45,1
11907,402,32899,2.76299655664735,63,0
6777,309,70979,10.473513353991441,23,0
17338,389,17241,0.9944053524051217,64,1
4491,525,46211,10.289690492095302,31,0
17328,425,63472,3.662973222530009,24,0
16599,508,74248,4.473040544611121,27,1
5051,396,73757,14.602454959413977,32,0
17979,373,31346,1.7434785026975916,48,0
18388,490,81196,4.41570589514901,46,1
2876,355,77124,26.816411682892905,59,1
6142,331,42220,6.873982416151091,71,0
17202,826,17942,1.0430182536914312,34,1
8966,583,49167,5.483716261432077,68,0
9079,793,36373,4.006278224474061,46,1
9987,486,67143,6.723039951937519,66,0
8799,797,2016,0.22911694510739858,61,1
6465,741,69110,10.689868522815159,32,1
19019,429,46309,2.4348809085651193,43,1
15417,591,7274,0.4718168255821496,29,0
10311,413,15748,1.527300940742896,42,0
19214,498,20175,1.0500156136150725,58,0
16098,312,11826,0.7346254193067462,22,0
7177,570,83008,11.565835307231433,21,1
16262,514,34129,2.0986963473127536,61,0
10308,743,70009,6.791715172681412,65,1
7949,811,23490,2.9550886904013085,58,1
3150,746,41435,13.153968253968253,74,1
3931,373,75017,19.08343932841516,48,1
11204,836,8520,0.7604426990360585,20,1
3081,400,91951,29.844530996429732,70,0
18896,475,83106,4.39807366638442,20,1
15407,726,61877,4.016161485039268,43,1
9805,416,19798,2.019173890872004,67,0
7237,465,54638,7.549813458615448,34,0
18943,340,69072,3.6463073430818773,27,0
14775,728,67309,4.555600676818951,19,1
18244,643,29894,1.638566103924578,41,0
15184,723,62963,4.146667544783983,28,1
5343,665,54567,10.212801796743403,41,0
15500,419,35326,2.2790967741935484,52,0
11662,528,55059,4.72123134968273,40,0
18964,429,5079,0.2678232440413415,49,1
17125,651,25838,1.5087883211678832,40,1
10130,617,87340,8.621915103652517,51,0
3679,636,47109,12.804838271269366,58,1
5506,572,85211,15.476026153287323,36,0
15284,416,25594,1.6745616330803454,19,1
9253,667,42749,4.620015130228034,68,0
11435,393,36292,3.173764757324005,19,0
13310,467,74534,5.599849737039819,32,1
15296,640,79233,5.179981694560669,73,1
15245,451,51818,3.399016070842899,38,0
13151,573,13429,1.0211390768762831,52,0
12457,795,57748,4.635787107650317,22,1
4479,400,48807,10.896851975887476,60,0
6452,381,7140,1.106633601983881,44,0
7881,828,63226,8.022585966247938,41,1
16069,372,14901,0.9273134607007281,24,1
4849,313,88815,18.3161476593112,23,1
9390,732,28525,3.0378061767838127,63,1
13922,456,20491,1.4718431259876454,50,1
4489,431,68816,15.329917576297616,66,0
11823,637,34980,2.958639939101751,34,0
11207,703,95525,8.523690550548764,63,1
11540,675,8078,0.7,59,1
18364,406,91654,4.990960575038118,47,0
6611,564,89521,13.541219180154288,25,0
7878,504,48704,6.1822797664381826,57,0
18347,378,16997,0.9264184880361912,63,0
2851,454,79810,27.993686425815504,24,0
8833,546,868,0.09826785916449678,23,0
13938,830,26398,1.8939589611135026,21,1
4427,837,81578,18.42737745651683,18,1
6000,453,97356,16.226,32,0
7052,453,21246,3.012762336925695,48,0
4738,391,20561,4.339594765723934,42,0
7387,732,16254,2.2003519696764586,64,1
10002,637,34512,3.450509898020396,50,1
7536,779,89532,11.880573248407643,69,1
15479,430,94154,6.082692680405711,52,0
5913,749,77395,13.08895653644512,72,1
19450,572,57865,2.975064267352185,22,0
12636,476,23580,1.8660968660968662,22,0
7726,348,70959,9.184442143411855,53,1
5373,654,72144,13.42713567839196,34,0
14161,607,42485,3.0001412329637738,70,1
4082,345,50621,12.401028907398334,69,0
18281,601,50665,2.7714567036814177,31,1
17305,707,70412,4.068881826061832,46,1
11817,488,50603,4.282220529745282,25,0
13261,428,21038,1.586456526657115,51,0
2417,836,93542,38.701696317749274,57,1
10808,565,96346,8.914322723908215,18,0
5267,417,14325,2.7197645718625405,46,0
19209,763,35892,1.8684991410276433,53,1
7745,443,1753,0.2263395739186572,68,0
13338,741,95067,7.127530364372469,54,1
2412,499,17996,7.461028192371476,46,0
9543,456,68811,7.210625589437284,22,1
9587,786,74283,7.748304996349223,70,1
2728,433,45211,16.572947214076247,49,0
13657,447,62820,4.599838910448854,69,1
7988,635,824,0.10315473209814723,41,0
4967,370,13880,2.7944433259512786,36,1
16527,532,66617,4.030798087977249,29,0
18048,633,11517,0.6381316489361702,69,1
19506,389,21683,1.1116066851225264,18,0
19955,633,16876,0.8457028313705838,24,0
7073,498,56354,7.967481973702814,34,1
7104,460,73802,10.388795045045045,51,0
4143,837,76719,18.51774076755974,60,1
9357,420,86602,9.255316875066795,24,1
14043,600,78413,5.583778394929858,34,1
5440,735,9982,1.8349264705882353,20,1
7644,367,74504,9.746729461015175,46,0
12518,758,26598,2.124780316344464,39,1
16552,813,14639,0.8844248429192847,55,1
4914,697,70210,14.287749287749287,71,0
15584,585,69852,4.482289527720739,60,0
14144,439,9695,0.6854496606334841,46,0
16397,581,48582,2.9628590595840705,67,1
10787,756,31094,2.882543802725503,67,1
16191,386,60635,3.7449817800012353,71,0
2728,378,22187,8.133064516129032,59,1
19749,504,1214,0.06147146690971695,22,0
2698,636,23940,8.873239436619718,47,0
9186,553,44406,4.834095362508164,40,1
16512,603,91221,5.5245276162790695,72,1
15923,679,43481,2.7307040130628653,38,1
18779,429,15977,0.850790776931679,73,0
9400,575,44839,4.770106382978724,43,0
6171,482,57874,9.378382758061903,71,0
6360,567,58414,9.184591194968553,64,0
4502,621,25538,5.67258996001777,38,1
19101,811,56241,2.944400816711167,37,1
7486,377,73501,9.818461127437883,40,0
10335,638,75133,7.269762941461055,21,0
6491,808,60481,9.317670620859651,38,1
13130,537,27740,2.1127189642041126,38,0
9651,433,63328,6.56180706662522,18,0
3167,491,72105,22.76760341016735,32,0
3062,655,50643,16.539190071848466,34,1
13174,577,11881,0.9018521329892212,68,0
6729,317,36996,5.49799375835934,31,0
11348,823,32177,2.835477617201269,36,1
7334,479,37177,5.0691300790837195,67,0
10924,422,66126,6.053277187843281,51,0
6330,545,56531,8.930647709320695,23,0
8801,672,26119,2.9677309396659473,62,0
6846,350,27915,4.077563540753725,66,0
8731,370,2708,0.31015920284045356,23,0
17368,779,38749,2.2310571165361583,70,1
19337,318,44989,2.326575994207995,71,0
4539,383,22106,4.870235734743336,22,0
9056,454,17131,1.8916740282685511,24,1
13516,656,46553,3.444288250961823,50,0
13493,742,58144,4.309197361594901,30,1
3542,368,6553,1.8500846979107848,68,1
15964,822,17881,1.1200826860435982,71,1
19575,442,1379,0.0704469987228608,18,1
8313,491,90791,10.92156862745098,30,0
19924,686,69306,3.47851836980526,60,1
15807,677,19726,1.247928133105586,44,0
11580,834,9088,0.7848013816925734,24,1
19749,592,34314,1.7375056964909616,69,0
10691,308,55041,5.148349078664297,20,0
9494,570,16350,1.7221402991362966,42,1
6312,686,99599,15.779309252217997,50,1
3324,392,81397,24.487665463297233,57,0
5141,828,79509,15.465668157945926,34,1
3810,453,17769,4.663779527559055,62,0
8588,704,47249,5.501746623195156,31,1
7301,448,82862,11.349404191206684,54,0
17485,566,46365,2.651701458392908,73,1
13714,721,50185,3.6593991541490447,71,1
6748,771,2786,0.41286307053941906,40,1
11435,846,1620,0.14167031045037168,41,1
5709,825,36303,6.358906988964792,46,1
15116,802,19589,1.2959116168298492,55,1
11576,313,2882,0.24896337249481687,71,0
12150,663,62248,5.123292181069959,44,1
8530,418,49322,5.782180539273154,55,0
12188,537,24524,2.0121430915654743,70,0
16683,845,9745,0.5841275549961038,57,1
2504,468,15861,6.3342651757188495,62,1
3214,821,91707,28.533602986932173,67,1
3531,815,91735,25.97989238176154,40,1
2823,696,54261,19.221041445270988,48,0
19312,405,2837,0.14690347970173986,53,1
7029,384,74135,10.547019490681462,34,0
15428,513,81447,5.279167746953591,54,0
18517,420,54380,2.93676081438678,20,1
4105,431,86089,20.971741778319124,53,0
5627,496,49831,8.85569575262129,72,0
14972,318,89349,5.967739780924393,22,0
3852,311,38255,9.931204569055037,63,1
6910,380,29520,4.272069464544139,32,0
13003,629,29541,2.2718603399215564,69,1
15843,691,65772,4.151486460897558,66,1
13704,606,27350,1.9957676590776416,23,0
17761,566,44397,2.499690332751534,27,1
8190,746,77085,9.412087912087912,71,1
19640,740,63865,3.2517820773930755,49,1
7645,301,55956,7.319293655984303,40,1
11588,819,27453,2.3690887124611666,65,1
13829,608,62345,4.508279702075349,34,0
10053,821,12906,1.2837958818263204,63,1
5330,768,14988,2.8120075046904316,37,1
10662,511,27723,2.600168823860439,61,0
9114,411,33800,3.708580206276059,58,0
15323,307,39107,2.552176466749331,32,1
3353,776,27430,8.1807336713391,61,1
12975,759,32535,2.507514450867052,63,1
13023,552,68476,5.258081855179298,39,0
2667,825,87329,32.74428196475441,67,1
11337,737,77798,6.862309252888771,69,1
15659,535,52284,3.338910530685229,23,1
5719,605,56232,9.832488197237279,21,0
9483,777,44420,4.684171675630075,40,1
2539,319,37710,14.852304056715242,61,0
6964,515,72497,10.41025272831706,62,0
6835,434,92035,13.46525237746891,36,1
8042,428,40498,5.035811987067894,71,0
16837,709,31283,1.8579913286214884,62,1
9312,721,66169,7.105777491408935,48,1
7320,593,72358,9.884972677595629,61,0
15216,545,62457,4.104692429022082,69,0
4779,385,25968,5.433772755806654,20,1
19308,674,62508,3.237414543194531,45,0
3581,745,63220,17.654286512147443,20,1
14677,677,85366,5.816311235266062,31,1
7713,689,5738,0.743938804615584,35,1
18639,350,3098,0.16621063361768335,44,0
6804,541,95424,14.024691358024691,68,1
12136,593,73633,6.067320369149638,27,0
2009,565,78672,39.15978098556496,66,0
7124,419,38244,5.368332397529477,32,0
3015,547,8253,2.737313432835821,36,0
4193,369,54333,12.958025280228952,26,0
10415,356,50969,4.89380700912146,21,1
15550,681,90744,5.835627009646302,32,0
16512,338,70423,4.2649588178294575,68,0
6158,742,44411,7.211919454368301,65,1
8970,317,75028,8.36432552954292,25,0
8938,651,35421,3.9629671067352876,66,1
15772,597,1454,0.09218868881562262,70,0
12344,582,17522,1.4194750486066106,18,0
9266,409,38575,4.163069285560113,24,0
10702,479,3192,0.2982620071014764,70,0
2384,843,55268,23.18288590604027,48,1
2404,324,81311,33.82321131447588,35,1
10175,356,10402,1.0223095823095822,29,0
17158,479,78610,4.581536309593193,65,0
14763,531,80781,5.471855313960577,47,1
11860,642,36527,3.079848229342327,50,1
7989,776,52181,6.5316059581925145,64,1
17106,754,91472,5.347363498187771,24,1
19844,531,27002,1.360713565813344,45,0
5636,588,81219,14.410752306600425,66,0
12916,512,12460,0.9646949519975224,20,0
6809,557,30482,4.476721985607284,60,0
15456,829,16447,1.0641174948240166,23,1
17444,528,48228,2.764732859435909,48,1
7997,525,83265,10.41202951106665,55,0
4048,734,50126,12.382905138339922,32,1
14338,701,20545,1.4329055656297949,24,1
19100,387,55114,2.885549738219895,60,0
6544,841,93740,14.324572127139364,47,1
6976,608,75350,10.801318807339449,44,1
14775,642,57801,3.912081218274112,34,0
12015,735,13890,1.1560549313358301,72,1
5419,476,52482,9.684812696069386,35,0
16430,438,63397,3.8586122945830796,39,0
9239,493,1740,0.18833207057040804,73,0
16489,485,30121,1.826732973497483,70,0
18633,517,11218,0.6020501261203242,43,0
12357,463,71591,5.793558307032451,68,0
19154,460,88241,4.606922835961157,44,0
6363,824,34722,5.456859971711457,57,1
12176,341,49431,4.059707621550591,41,0
19461,509,51543,2.64852782488053,69,0
10427,574,42000,4.028004219813945,25,0
10580,578,71975,6.802930056710775,38,1
6858,550,30921,4.5087489063867014,46,0
12040,609,99265,8.244601328903654,60,1
17254,439,88747,5.143560913411383,38,0
13470,845,30614,2.27275426874536,20,1
3252,829,61189,18.81580565805658,48,1
8996,356,17601,1.956536238328146,72,0
14173,411,93332,6.585197205954985,44,0
6673,304,71543,10.72126479844148,63,1
17781,709,20514,1.153703391260334,44,1
15051,713,83312,5.535313268221381,26,1
8881,481,67612,7.613106632136021,74,1
8949,312,90886,10.155995083249525,50,0
11521,638,16292,1.4141133582154326,50,0
10017,558,31510,3.14565239093541,43,0
8941,389,28000,3.131640756067554,45,1
12209,549,30383,2.488574002784831,61,0
19715,554,11785,0.5977681968044636,60,0
11550,407,40910,3.541991341991342,48,0
6637,784,39028,5.880367635980112,70,1
6854,557,24855,3.6263495768894076,18,0
12320,581,24281,1.9708603896103896,37,0
6892,387,4841,0.7024085896691816,29,0
9043,503,97204,10.749087692137564,34,0
18521,315,60155,3.2479347767399167,32,1
6164,450,26918,4.366969500324465,51,0
9941,553,56313,5.66472185896791,67,0
16388,487,17443,1.0643763729558213,33,1
7569,628,32250,4.260800634165676,21,0
6300,843,1922,0.30507936507936506,25,1
8269,696,31976,3.866973031805539,51,0
5818,816,11991,2.0610175317978685,63,1
14015,758,53744,3.834748483767392,42,1
14234,629,22733,1.5970914711254742,32,1
8254,468,2473,0.29961230918342624,45,0
19144,665,8108,0.42352695361470954,26,0
9350,477,28715,3.0711229946524066,19,0
17183,661,32210,1.8745271489262643,34,1
8238,339,37317,4.529861616897305,27,0
8090,715,65516,8.098393077873919,26,1
13637,654,33362,2.4464324998166753,48,0
14647,554,54604,3.727998907626135,19,0
11911,442,4889,0.41046091847871713,41,1
10472,310,89557,8.552043544690603,36,0
5266,325,73748,14.004557538928978,34,1
2666,720,31971,11.99212303075769,60,1
6188,520,50551,8.169198448610214,66,0
19055,795,3201,0.16798740488060876,27,1
12161,536,89882,7.391004029273908,67,0
13314,536,37958,2.850983926693706,72,1
14891,518,79251,5.322073735813579,45,0
6777,786,5681,0.8382765235354876,55,1
5900,760,46870,7.944067796610169,65,1
15716,443,82256,5.233901756172054,45,0
8981,488,67203,7.482797015922503,67,0
8376,554,28152,3.361031518624642,69,0
18907,367,50061,2.647749510763209,67,0
12160,635,57619,4.738404605263158,18,0
16124,708,58235,3.6116968494170183,20,1
18282,599,73740,4.033475549721037,32,0
12488,656,37890,3.0341127482383086,69,0
7240,555,90073,12.441022099447514,27,0
12453,652,61401,4.930619127920983,38,0
12478,820,11217,0.8989421381631671,54,1
14394,823,48351,3.359107961650688,32,1
6432,583,33741,5.24580223880597,40,1
15568,611,20654,1.3266957862281603,31,1
16178,398,61314,3.7899616763505994,32,0
19660,496,1408,0.071617497456765,27,0
2302,781,42903,18.6372719374457,73,1
19022,525,84208,4.426874145726002,26,0
2055,664,1218,0.5927007299270073,61,1
15013,667,50572,3.3685472590421637,56,0
10717,374,58798,5.486423439395353,22,0
10150,341,30105,2.966009852216749,42,0
4125,721,69634,16.880969696969697,73,1
13479,480,65063,4.826990132799169,59,0
17745,844,7619,0.4293603832065371,74,1
18748,370,11939,0.636814593556646,43,1
8809,404,18226,2.0690203201271427,25,1
6621,499,25322,3.8244978099984897,39,0
17034,400,58215,3.4175766114829167,69,0
15623,606,16878,1.0803302822761314,42,1
7126,676,6560,0.9205725512208813,65,0
7122,698,38278,5.374613872507722,29,0
19302,520,36212,1.876075018132836,26,0
7870,481,94835,12.050190597204574,27,0
3531,606,73079,20.69640328518833,65,0
10172,821,23946,2.3541093197011405,27,1
9673,695,31740,3.2812984596298977,26,0
8882,303,7253,0.8165953614050889,43,1
3906,580,79311,20.304915514592935,52,1
5086,514,32813,6.451631930790405,44,0
15503,719,64331,4.149583951493259,48,1
10152,400,27632,2.7218282111899135,36,0
7750,820,48365,6.240645161290322,60,1
